0,731707,0,0,
15360,79,80,1444,
16804,81,80,480,
17284,76,80,1440,
18724,69,80,240,
18966,72,80,119,
19086,76,80,359,
19445,74,80,120,
19565,74,80,238,
19805,72,80,239,
20046,76,80,358,
20406,74,80,118,
20526,74,80,237,
20766,74,80,359,
21125,72,80,1920,
23045,79,80,1440,
24485,81,80,479,
24964,76,80,1920,
26884,76,80,240,
27126,74,80,118,
27246,74,80,359,
27605,72,80,120,
27725,76,80,360,
28085,74,80,119,
28206,74,80,238,
28446,74,80,358,
28804,72,80,961,
29765,69,80,479,
30244,72,80,481,
30725,74,80,240,
30965,79,80,240,
31205,79,80,239,
31446,79,80,238,
31684,79,80,240,
31926,76,80,238,
32164,76,80,241,
32405,74,80,120,
32525,74,80,360,
32885,76,80,719,
33604,69,80,481,
34085,72,80,480,
34565,74,80,239,
34806,79,80,238,
35044,79,80,240,
35286,79,80,239,
35525,79,80,240,
35765,76,80,120,
35885,74,80,360,
36245,76,80,479,
36726,72,80,719,
37445,69,80,480,
37925,72,80,479,
38404,74,80,240,
38646,79,80,239,
38885,79,80,240,
39125,79,80,240,
39365,79,80,240,
39606,76,80,118,
39726,76,80,238,
39966,74,80,238,
40206,74,80,237,
40446,76,80,1078,
41646,67,80,118,
41764,69,80,240,
42006,72,80,239,
42245,74,80,959,
43204,76,80,961,
44165,77,80,959,
45124,79,80,481,
45605,79,80,480,
46085,76,112,1200,
47285,76,112,240,
47525,74,112,240,
47765,72,112,119,
47886,69,112,358,
48246,67,112,357,
48606,67,112,119,
48725,67,112,120,
48845,69,112,238,
49085,67,112,240,
49325,67,112,239,
49566,79,112,358,
49924,76,112,1200,
51126,76,112,238,
51364,74,112,240,
51606,72,112,118,
51726,69,112,359,
52085,67,112,358,
52445,67,112,120,
52565,67,112,120,
52685,69,112,239,
52926,67,112,238,
53166,67,112,238,
53406,79,112,359,
53765,76,112,1199,
54966,76,112,239,
55205,74,112,240,
55445,72,112,120,
55565,69,112,360,
55925,67,112,960,
57005,67,112,120,
57125,69,112,118,
57245,72,112,360,
57605,74,112,1440,
59045,76,112,480,
59525,74,112,119,
59646,72,112,118,
59766,69,112,1198,
60964,67,112,120,
61086,69,112,118,
61206,72,112,238,
61444,74,112,961,
62405,76,112,479,
62884,76,112,481,
63365,74,112,1920,
65285,79,80,1440,
66725,81,80,480,
67205,76,80,1440,
68645,69,80,240,
68885,72,80,120,
69005,76,80,360,
69366,74,80,118,
69486,74,80,238,
69726,72,80,239,
69966,76,80,359,
70325,74,80,120,
70445,74,80,239,
70685,74,80,359,
71044,72,80,1920,
72964,79,80,1440,
74404,81,80,481,
74885,76,80,1920,
76805,76,80,240,
77045,74,80,120,
77165,74,80,359,
77526,72,80,118,
77646,76,80,358,
78006,74,80,119,
78126,74,80,237,
78365,74,80,360,
78725,72,80,959,
79684,69,80,481,
80165,72,80,479,
80644,74,80,240,
80886,79,80,238,
81124,79,80,240,
81366,79,80,239,
81605,79,80,240,
81845,76,80,240,
82085,76,80,239,
82326,74,80,118,
82446,74,80,358,
82806,76,80,719,
83525,69,80,479,
84004,72,80,480,
84484,74,80,241,
84726,79,80,239,
84965,79,80,240,
85205,79,80,240,
85445,79,80,239,
85686,76,80,118,
85806,74,80,358,
86166,76,80,479,
86645,72,80,719,
87364,69,80,480,
87844,72,80,481,
88325,74,80,240,
88565,79,80,240,
88805,79,80,240,
89046,79,80,238,
89284,79,80,240,
89526,76,80,119,
89646,76,80,237,
89885,74,80,240,
90125,74,80,239,
90365,76,80,1080,
91565,67,80,120,
91685,69,80,240,
91925,72,80,239,
92164,74,80,961,
93125,76,80,959,
94084,77,80,961,
95045,79,80,479,
95524,79,80,480,
96004,76,112,1200,
97206,76,112,238,
97444,74,112,240,
97686,72,112,119,
97806,69,112,359,
98165,67,112,358,
98525,67,112,120,
98646,67,112,118,
98766,69,112,238,
99006,67,112,238,
99246,67,112,237,
99486,79,112,359,
99845,76,112,1199,
101046,76,112,239,
101285,74,112,240,
101525,72,112,120,
101645,69,112,359,
102006,67,112,358,
102366,67,112,118,
102486,67,112,118,
102606,69,112,237,
102845,67,112,240,
103085,67,112,238,
103325,79,112,359,
103684,76,112,1201,
104885,76,112,240,
105125,74,112,239,
105366,72,112,118,
105486,69,112,358,
105846,67,112,959,
106926,67,112,118,
107044,69,112,120,
107166,72,112,358,
107524,74,112,1440,
108964,76,112,481,
109445,74,112,118,
109565,72,112,120,
109685,69,112,1199,
110884,67,112,119,
111005,69,112,120,
111125,72,112,240,
111365,74,112,959,
112324,76,112,481,
112805,76,112,480,
113285,79,112,1919,
115446,88,112,238,
115684,84,112,241,
115925,88,112,240,
116165,84,112,240,
116405,88,112,240,
116645,84,112,239,
116886,88,112,238,
117124,84,112,120,
117246,81,112,118,
117366,79,112,239,
119285,88,112,240,
119525,84,112,240,
119765,88,112,239,
120004,84,112,240,
120246,88,112,238,
120484,84,112,240,
120726,88,112,239,
120965,84,112,959,
123125,88,112,239,
123364,84,112,240,
123606,88,112,238,
123844,84,112,241,
124086,88,112,239,
124325,84,112,240,
124565,88,112,240,
124805,84,112,119,
124926,81,112,118,
125046,79,112,238,
126005,88,112,240,
126245,86,112,240,
126485,86,112,2159,
128644,76,112,1200,
129846,76,112,238,
130084,74,112,240,
130326,72,112,118,
130446,69,112,359,
130805,67,112,358,
131165,67,112,120,
131285,67,112,120,
131405,69,112,239,
131646,67,112,238,
131886,67,112,238,
132126,79,112,359,
132485,76,112,1199,
133686,76,112,239,
133925,74,112,240,
134165,72,112,120,
134285,69,112,360,
134645,67,112,359,
135006,67,112,118,
135126,67,112,118,
135246,69,112,238,
135486,67,112,239,
135725,67,112,238,
135965,79,112,360,
136325,76,112,1200,
137525,76,112,240,
137765,74,112,240,
138006,72,112,118,
138126,69,112,358,
138486,67,112,959,
139565,67,112,119,
139684,69,112,120,
139806,72,112,358,
140164,74,112,1440,
141604,76,112,481,
142085,74,112,118,
142205,72,112,120,
142325,69,112,1199,
143524,67,112,120,
143646,69,112,119,
143766,72,112,239,
144005,74,112,959,
144964,76,112,481,
145445,76,112,480,
145925,79,112,1920,
148086,88,112,238,
148324,84,112,240,
148566,88,112,239,
148805,84,112,240,
149045,88,112,240,
149285,84,112,239,
149526,88,112,238,
149764,84,112,120,
149886,81,112,118,
150006,79,112,238,
151926,88,112,239,
152165,84,112,240,
152405,88,112,240,
152645,84,112,239,
152886,88,112,238,
153124,84,112,240,
153366,88,112,239,
153605,84,112,959,
155765,88,112,240,
156005,84,112,239,
156246,88,112,238,
156484,84,112,240,
156726,88,112,239,
156965,84,112,240,
157205,88,112,240,
157445,84,112,118,
157565,81,112,120,
157686,79,112,239,
158645,88,112,240,
158885,86,112,240,
159125,86,112,2159,
162606,67,112,118,
162724,69,112,120,
162846,72,112,358,
163204,74,112,1440,
164644,76,112,481,
165125,74,112,118,
165245,72,112,120,
165365,69,112,1199,
166564,67,112,119,
166686,69,112,119,
166805,72,112,240,
167045,74,112,959,
168004,76,112,481,
168485,76,112,480,
168965,74,112,959,
170285,67,112,120,
170405,69,112,118,
170525,72,112,359,
170884,74,112,1441,
172325,76,112,479,
172804,74,112,120,
172926,72,112,118,
173046,69,112,1198,
174244,67,112,120,
174366,69,112,118,
174486,72,112,238,
174724,74,112,961,
175685,76,112,479,
176164,76,112,481,
176645,74,112,1920,
